Denominação,Outro nome,NIF,Doc ID,Capital Social,Número de Acções/Quotas,Valor Nominal,Natureza,Objecto,CAE,CAE Secundário 1,CAE Secundário 2,CAE Secundário 3,Facto,Data do facto (publicação),Valor do Facto,Modalidade e forma de subscrição:,,Categorias,Ordinárias,Categoria A,Categoria B,Categoria C,Classe A1,Classe B1,Preferenciais,Classe D,Classe E,Classe F,Classe G,Classe H,Classe I,Classe J,Classe K,Classe L,Acções preferenciais sem voto,Classe Promotor,Emissão de Valores Mobiliarios (Montante),Valores Mobiliários Valor nominal/Preço de Exercício,Activo Subjacente,N.º de Valores a emitir
"FEEDZAI - CONSULTADORIA E INOVAÇÃO TECNOLÓGICA, S.A.",,508771862,17,150855.46,15085546,0.01,,,,,,,Aumento,13/08/2015,1560,"em dinheiro por novos accionistas mediante a emissão de 156.000 novas acções ordinárias com o valor nominal de 0,01 Euros cada uma.",,Y,48108943,2917936,4915641,,1806750,4915641,,,,,,,,,,,,,,,,
"FOLLOW INSPIRATION, S.A.",,510154212,1,5000,1,5000,quotas,"programação de computadores, design de software, conversão de programas de computador, design de sistemas de computador, instalação de software, actualização de software, aluguer de software, análise sistemas informáticos, manutenção de software de computador, consultoria software e hardware",62010 - Actividades de programação informática,62030 - Gestão e exploração de equipamento informático,,,Constituição,31/01/2012,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"FOLLOW INSPIRATION, S.A.",,510154212,3,13200,2,7986; 5214,quotas,,,,,,Aumento e Alteração,25/03/2015,8200,"em dinheiro, subscrito quanto a 2.986,00 pelo sócio Luis Carlos Inacio de Matos, em reforço da sua quota e quanto a 5.214,00 por TIC RISCO, SGPS, S.A., admitida como nova sócia.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"FOLLOW INSPIRATION, S.A.",,510154212,5,68675.57,6867557,0.01,"nominativas, tituladas ou escriturais",,,,,,Aumento e Alteração,22/06/2015,55475.57,"35.000,00 euros, em espécie subscrito pelo sócio Luís Carlos Inácio de Matos, 3.434,81 euros em prestações suplementares e 1.548,98 euros em suprimentos, subscrito pela sócia TIC Risco, SGPS, S.A. e quanto a 15.491,78 euros em numerário, este subscrito quanto a 15.489,78 euros pelo novo sócio, Fundo de Capital de Risco Portugal Ventures Internacionalização ­NIPC 720012449 gerido por Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A., Avenida ­ NIF 218102364 e Ricardo Jorge Tomás Silva, solteiro, maior, Quinta do Pinheiro, Loet 23, 3o esqo ­6200­552 Covilhã ­ NIF 233869913",,Y,4820200,2047357,,,,,,,,,,,,,,,,,,,,
"FOLLOW INSPIRATION, S.A.",,510154212,6,73838.83,7383883,0.01,,,,,,,Aumento,08/01/2016,5163.26,Em dinheiro mediante a emissão de 516.326 novas ações,,Y,4820200,2563683,,,,,,,,,,,,,,,,,,,,
"FOLLOWPRICE, S.A.",,513350152,1,206114.08,20611408,0.01,nominativas,"Desenvolvimento, comercialização e exploração de soluções inovadoras de software prestação de serviços de consultoria informática; portais Web, de comércio electrónico.",62010 - Actividades de programação informática,63120 - Portais web,62020 - Actividades de consultoria em informática,,Constituição,04/02/2015,206114.08,,,Y,,,,,,,,,,,,,,,,,,,,,,
"FOLLOWPRICE, S.A.",,513350152,2,236959.57,23695957,0.01,,,,,,,Aumento,13/04/2016,30845.49,em dinheiro,,Y,17286000,6409957,,,,,,,,,,,,,,,,,,,,
"FOLLOWPRICE, S.A.",,513350152,3,240067.43,24006743,0.01,,,,,,,Aumento,12/09/2016,3107.86,numerário,,Y,17286000,6720743,,,,,,,,,,,,,,,,,,,,
GENE PREDIT S.A.,,507586557,1,5000,2,2500; 2500,quotas,"Realização e comércio de testes de diagnóstico molecular; consultadoria, prestação de serviços e investigação nas áreas da biologia, bioqiímica e saúde; e realização de trabalhos e análises científicas",72110 - Investigação e desenvolvimento em biotecnologia,,,,Constituição,11/01/2006,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
GENE PREDIT S.A.,,507586557,2,250000,5,6250; 6250; 25000; 172115; 40385; ,quotas,,,,,,Aumento,28/02/2008,245000,"Por conversão de prestações suplementares prestados à sociedade pelos sócios Nuno André Rodrigues Faustino no valor de 5.416, 66 e Joana Oliveira de Almeida Branco no valor de 5.416,66 e pela sócia Biocant Ventures, Lda no valor de 21.666,68; e por entradas em dinheiro no valor de 212.500,00, pelos 2 novos sócios",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
GENE PREDIT S.A.,,507586557,2,250000,250000,1,"nominativas e tituladas, representadas por título de 1 ou mais acções",,,,,,Alteração,28/02/2008,0,,,N,,,,,,,,,,,,,,,,,,,,,,
GENE PREDIT S.A.,,507586557,3,500000,500000,1,,,,,,,Aumento,10/12/2009,250000,Integralmente realizado em dinheiro,,N,,,,,,,,,,,,,,,,,,,,,,
GENE PREDIT S.A.,,507586557,4,1000000,1000000,1,,,,,,,Aumento,21/07/2010,500000,"Montante realizado: 250000,00 Euros Modalidade e forma de subscrição: Subscrito em dinheiro pelos accionistas",,N,,,,,,,,,,,,,,,,,,,,,,
GENE PREDIT S.A.,,507586557,5,1035000,1035000,1,,,,,,,Aumento,06/11/2012,35000,"Modalidade e forma de subscrição: Em numerário, mediante a emissão de 35.000 novas acções, com o valor nominal de 1,00 euros",,N,,,,,,,,,,,,,,,,,,,,,,
GENE PREDIT S.A.,,507586557,7,1035000,1035000,1,,,,,,,Alteração,18/05/2016,0,,,Y,550000,485000,,,,,,,,,,,,,,,,,,,,
GENIBET BIOPHARMACEUTICALS S.A.,,507710983,1,500000,100000,5,"ordinárias, tituladas, convertíveis com","investigação, o desenvolvimento, a produção e a comercialização de substâncias activas por fermentação e/ou culturas de células, para medicamentos para uso humano e veterinário, para medicamentos experimentais e produtos de diagnóstico.",21100 - Fabricação de produtos farmacêuticos de base,,,,Constituição,17/05/2006,500000,"Integralmente realizado da seguinte forma: 363.500,00 euros em dinheiro e 136.500,00 euros em espécie.",,N,,,,,,,,,,,,,,,,,,,,,,
"GLEAM, S.A.",,510730370,1,260257,260257,1,nominatias,"A investigação, conceção, desenvolvimento, implementação, comercialização e operação de sistemas, plataformas e soluções tecnológicas, a produção, promoção, edição e distribuição de conteúdos digitais, a gestão e exploração de bases de dados, de publicidade, de comércio eletrónico, de redes sociais online e de direitos de distribuição, afiliação, representação e distribuição de marcas, conteúdos, bens e serviços relacionados com estilo de vida, moda, lazer, bem estar e indústrias relacionadas, bem como outras atividades conexas com as anteriores e a consultoria para o desenvolvimento de negócios.",62090 - Outras actividades relacionadas com as tecnologias da informação e informática,58140 - Edição de revistas e de outras publicações periódicas,63120 - Portais web,"63110 - Actividades de processamento de dados, domiciliação de informação e actividades relacionadas",Constituição,12/07/2013,260257,,,Y,200000,60257,,,,,,,,,,,,,,,,,,,,
"GLEAM, S.A.",,510730370,2,290385,290385,1,,,,,,,Aumento,14/10/2014,30128,"em dinheiro por 2 acionistas, mediante a emissão de 30.128 novas ações, da categoria A, com o valor nominal de 1,00 Euro cada",,Y,200000,90385,,,,,,,,,,,,,,,,,,,,
"GLEAM, S.A.",,510730370,3,320513,320513,1,,,,,,,Aumento,28/01/2015,30128,em numerário,,Y,200000,120513,,,,,,,,,,,,,,,,,,,,
"GLEAM, S.A.",,510730370,4,416513,416513,1,,,,,,,Aumento,09/08/2016,96000,conversão de prestações suplementares,,Y,199999,120514,96000,,,,,,,,,,,,,,,,,,,
"GUESTCENTRIC SYSTEMS, S.A.",,507844106,1,5000,2,2500; 2500,quotas,"Investigação e desenvolvimento de tecnologias de informação; actividades informáticas e conexas; serviços de assistência a sistemas informáticos; compra e venda de componentes para computação, computadores e programas informáticos; prestação de serviços através da internet; aquisição, venda e exploração de direitos de propriedade intelectual e direitos conexos, marcas e patentes de invenção; prestação de serviços relacionados com o seu objecto.",62010 - Actividades de programação informática,,,,Constituição,16/10/2006,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"GUESTCENTRIC SYSTEMS, S.A.",,507844106,2,51250,5125000,0.01,nominativas,,,,,,Aumento e Alteração,06/02/2007,46250,"Em dinheiro, subscrito pelos sócios Pedro Miguel Amaral Maia Colaço e Filipe Tappenbeck Machaz com a quantia de 22 500 euros cada e pela entrada de novos sócios António Luis do Couto Gonçalves Machaz, Filipe Neri Maia Colaço e Maria Margarida Amaral Maia Colaço de Andrade Gaspar, com as quantias de 650 euros, 300 euros e 300 euros, respectivamente",,N,,,,,,,,,,,,,,,,,,,,,,
"GUESTCENTRIC SYSTEMS, S.A.",,507844106,3,57240,5724000,0.01,,,,,,,Aumento ,08/10/2007,5990,"realizado em dinheiro, mediante a emissão de 599 000 novas acções no valor nominal de 0,01 euros cada uma.",,N,,,,,,,,,,,,,,,,,,,,,,
"GUESTCENTRIC SYSTEMS, S.A.",,507844106,5,58940,5894000,0.01,,,,,,,Aumento,08/10/2007,1700,"realizado em dinheiro, mediante a emissão de 170 000 novas acções no valor nominal de 0,01 euros cada uma.",,N,,,,,,,,,,,,,,,,,,,,,,
"GUESTCENTRIC SYSTEMS, S.A.",,507844106,7,90000,9000000,0.01,,,,,,,Aumento,02/02/2009,31060,"Subscrito e realizado pelos acionistas em dinheiro no valor de 21882,63 Euros e 9177,37 Euros por conversão de suprimentos",,Y,5000000,,,,,,4000000,,,,,,,,,,,,,,,
"GUESTCENTRIC SYSTEMS, S.A.",,507844106,9,112222.23,11222223,0.01,,,,,,,Aumento,15/07/2011,22222.23,por incorporação de prestações acessórias,,Y,5000000,,,,,,6222223,,,,,,,,,,,,,,,
"GUESTCENTRIC SYSTEMS, S.A.",,507844106,10,140796.86,14079686,0.01,,,,,,,Aumento,29/11/2013,28574.63,conversão de suprimentos resultantes de entradas em dinheiro,,Y,5000000,7106002,1973684,,,,,,,,,,,,,,,,,,,
"GUESTCENTRIC SYSTEMS, S.A.",,507844106,11,150048.32,15004832,0.01,,,,,,,Aumento,15/02/2016,9251.46,"Realizado e subscrito por entradas em espécie, mediante a emissão de 925.146 novas acções de classe A com o valor nominal de 0,01 cada .",,Y,5000000,8031148,197368,,,,,,,,,,,,,,,,,,,
"HOTTRADE - REPRESENTAÇÕES, GESTÃO E SERVIÇOS S.A.",,505170205,1,100000,100000,1,nominativas,"Importação e exportação, representação e comercialização de bens móveis, nomeadamente de produtos, máquinas, equipamentos, peças e acessórios de aquecimento, ventilação, refrigeração e de produtos tecnológicos e afins, bem como, a prestação de serviços, administração e gestão de imóveis próprios ou alheios, nomeadamente, centros comerciais, lojas, espaços e concessões, podendo acessoriamente dedicar­se à compra e venda de imóveis adquiridos para esse fim",68321 - Administração de imóveis por conta de outrem,"47112 - Comércio a retalho em outros estabelecimentos não especializados, com predominância de produtos alimentares, bebidas ou tabaco",55124 - Outros estabelecimentos hoteleiros sem restaurante,,Aumento e Alteração,23/08/2006,95000,"a)42.368,42 euros, por incorporação de resultados transitados, pelos sócios na proporção das respectivas quotas;b)52.631,58 euros, em dinheiro, da seguinte forma:2.631,58 euros, a acrescer à respectiva quota, pelo sócio Lúcio Albino; e pelos novos sócios criando cada um uma nova quota: 25.000,00 euros PME Capital ­Sociedade Portuguesa de Capital de Risco, S.A., sede Avenida Dr. Antunes Guimarães, n.o 103, Porto;100,00 euros Change Partners Sociedade de Capital de Risco, S.A., sede Avenida da Boavista, n.o 1281, 3.o andar, Porto;24.900,00 euros Fundo Fast Change Fundo de Capital de Risco para Investidores Qualificados, gerido por Change Partners Sociedade de Capital de Risco, S.A.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"HOTTRADE - REPRESENTAÇÕES, GESTÃO E SERVIÇOS S.A.",,505170205,2,,,,,"O objecto social consiste em: a) Importação e exportação, representação e comercialização de bens móveis, nomeadamente de produtos, máquinas, equipamentos, peças e acessórios de aquecimento, ventilação, refrigeração e de produtos tecnológicos e afins, bem como, a prestação de serviços, administração e gestão de imóveis próprios ou alheios, nomeadamente, centros comerciais, lojas, espaços e concessões, podendo acessoriamente dedicar­se à compra e venda de imóveis adquiridos para esse fim; b) Comércio a retalho em estabelecimentos não especializados com predominância de produtos alimentares e bebidas; c) Exploração de alojamento turístico sem restaurante.",,,,,Alteração,12/06/2012,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",,509412041,1,5000,3,1250; 2750; 1000,quotas,Desenvolvimento de programas informáticos.,,62010 - Actividades de programação informática,,,Constituição,04/05/2010,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",,509412041,3,5000,4,1250; 2000; 750; 1000,quotas,,,,,,Alteração,10/08/2011,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",,509412041,5,5000,5,"1250; 1375, 625; 750; 1000",quotas,,,,,,Alteração,26/02/2015,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"INDIE CAMPERS, S.A.",,510579744,1,5000,2,2550; 2450,quotas,"Atividades de animação turística, nomeadamente organização de um conjunto de atividades destinadas a proporcionar ao publico em geral momentos lúdicos, de lazer e de diversão, incluindo, pacotes e roteiros turísticos, em veículos transformados para o efeito de turismo itenerante. Aluguer de veículos com e sem condutor.",93293 - Organização de actividades de animação turística,,,,Constituição,14/02/2013,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"INDIE CAMPERS, S.A.",,510579744,3,51919.44,5191944,0.01,nominativas,,,,,,Aumento e Alteração,16/04/2015,46919.44,"em espécie pelo sócio Hugo Alexandre Matias de Sá Oliveira quanto a 36.232,57 Euros e em dinheiro quanto a 10.686,87 Euros pelos novos sócios Fabíola Ferreira de Sá Barbosa de Oliveira, Nif 162208693, c.c. Abílio Matias Marques de Oliveira, na separação, Rua Ferreira de Lemos, 152, 4o­Esq., Santo Tirso com 1,00 Euro; João pedro Ferreira de Sá Oliveira, Nif162208693, solteiro, maior, Rua Ferreira de Lemos, 152, 4o­Esq,, Santo Tirso com 1,00 Euros e Fundo de Capital de Risco Dinamização Turística, NIPC 720010969, gerido pela sociedade Portugal Capital Ventures ­Sociedade de Capital de Risco, S.A., Av. Dr. Antunes Guimarães, 103, Porto com 10.684,87 Euros",,Y,4123457,1068487,,,,,,,,,,,,,,,,,,,,
"JSCRAMBLER, S.A.",,508268516,1 e 2,5000,3,1850; 1850; 1300,quotas,Prestação de serviços de consultoria informática; concepção e desenvolvimento de software e processamento de dados; formação na área da informática,62010 - Actividades de programação informática,,,,Constituição,20/08/2007,5000,"integralmente realizado em numerário,",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"JSCRAMBLER, S.A.",,508268516,3,5000,4,1850; 1850; 650; 650,quotas,,,,,,Alteração,21/07/2008,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"JSCRAMBLER, S.A.",,508268516,5,76084.23,7608423,0.01,nominativas,,,,,,Aumento e Alteração,26/12/2013,71084.23,"64.500,00 euros em prestações suplementares, subscrito pelos sócios na proporção das quotas, 6.584,23 euros realizado em numerário e subscrito quanto a 0,01 euro por cada um dos novos sócios João Daniel Neves e Sá Lopes Carvalho, NIF 209472197, casado com Ana Sofia Laranjeira Lopes sob o regime de comunhão de adquiridos e residente na Rua Oliveira Monterio, 21, 3o esq., Porto e Nélia Alexandrina da Costa Nunes, NIF 211548766, solteira, maior e residente na Rua da Prata, 121, 5a, Lisboa e quanto a 6.584,21 euros pelo novo sócio ""FUNDO DE CAPITAL DE RISCO PORTUGAL VENTURAS INTERNACIONALIZAÇÃO"", NIPC 720012449, gerido por ""Portugal Capital Ventures­Sociedade de Capital de Risco, S.A."", NIPC 502206128, com sede na Avenida Dr. Antunes Guimarães, no 103, Porto. Capital após o aumento : 76.084,23 Euros",,N,,,,,,,,,,,,,,,,,,,,,,
"JSCRAMBLER, S.A.",,508268516,6,85228.97,8522897,0.01,,,,,,,Aumento,18/11/2014,9144.74,"dinheiro, mediante a emissão de 914.474 novas ações com o valor nominal de 0,01 Euro, cada uma.",,N,,,,,,,,,,,,,,,,,,,,,,
"JSCRAMBLER, S.A.",,508268516,8,95105.29,9510529,0.01,"nominativas, tituladas ou escriturais",,,,,,Aumento,09/10/2015,9876.32,"Novas entradas em dinheiro (c/ágio) mediante subscrição particular da emissão de 987.632 novas ações da categoria A, com o valor nominal de 0,01, cada uma",,Y,6950002,2560527,,,,,,,,,,,,,,,,,,,,
"LUZITIN, S.A.",,508853702,1,50000,2,45000; 5000,quotas,"Investigação e desenvolvimento nas áreas de ciências farmacêuticas, medicina, química e biotecnologia; consultadoria relacionada com as actividades.",72190 - Outra investigação e desenvolvimento das ciências físicas e naturais,,,,Constituição,27/01/2009,50000,"Montante realizado: 25000,00 euros",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"LUZITIN, S.A.",,508853702,3,50000,10000,5,nominativas.,,,,,,Alteração,07/01/2011,0,,,N,,,,,,,,,,,,,,,,,,,,,,
MAGPOWER - SOLUÇÕES DE ENERGIA S.A.,,508178045,1,50000,10000,5,ao portador,"Pesquisa, desenvolvimento, indústria e montagem de equipamentos para captação de energias renováveis e alternativas, e sua distribuição, bem como o desenvolvimento de soluções tecnológicas de conteúdos para suporte dos mesmos equipamentos","27110 - Fabricação de motores, geradores e transformadores eléctricos",,,,Constituição,18/09/2007,50000,15000,,N,,,,,,,,,,,,,,,,,,,,,,
MAGPOWER - SOLUÇÕES DE ENERGIA S.A.,,508178045,3,1000000,200000,5,,,,,,,Aumento e Alteração,31/07/2009,950000,"851.930,00; Quanto a 198.070,00 em dinheiro e 751.930,00 por conversão de suprimentos em capital, pela emissão de 190.000 novas acções.",,N,,,,,,,,,,,,,,,,,,,,,,
MAGPOWER - SOLUÇÕES DE ENERGIA S.A.,,508178045,6,1017480,203496,5,,,,,,,Aumento e Alteração,13/01/2011,17480,em dinheiro,,N,,,,,,,,,,,,,,,,,,,,,,
MAGPOWER - SOLUÇÕES DE ENERGIA S.A.,,508178045,7,1052445,210489,5,,,,,,,Aumento ,07/09/2012,34965,em dinheiro.,,N,,,,,,,,,,,,,,,,,,,,,,
MAGPOWER - SOLUÇÕES DE ENERGIA S.A.,,508178045,9,1052445,210489,5,,,,,,,Conv. Dissolução,18/06/2015,0,,,,,,,,,,,,,,,,,,,,,,,,,
MAGPOWER - SOLUÇÕES DE ENERGIA S.A.,,508178045,10,1052445,210489,5,,,,,,,Fim Not. Dissolição,02/07/2015,0,,,,,,,,,,,,,,,,,,,,,,,,,
"FUNCTIONAL ENVIROMICS TECHNOLOGIES, S.A.",Mediaomics,510238068,1,100,9,25; 12; 12; 5; 12; 12; 4; 14; 4,quotas,Desenvolvimento e comercialização de tecnologias para produção e desenvolvimento de meio de cultura para processos biotecnológicos,72110 - Investigação e desenvolvimento em biotecnologia,,,,Constituição,24/04/2012,100,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"FUNCTIONAL ENVIROMICS TECHNOLOGIES, S.A.",,510238068,2,8147115,,0,"nominativas, tituladas ou escriturais.",,,,,,Aumento e Alteração,29/07/2013,81371.15,"72.500,00 euros, em espécie e quanto a 8.871,15 euros em dinheiro pelo novo sócio Fundo de Capital de Risco Portugal Ventures Universitas,(anteriormente designado por FCR INOVCAPITAL UNIVERSITAS)Nipc: 720012708,, gerido por Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A., Nipc: 502206128, com sede com sede na Avenida Dr. Antunes Guimarães, no 103, Porto",,Y,7260000,887115,,,,,,,,,,,,,,,,,,,,
"FUNCTIONAL ENVIROMICS TECHNOLOGIES, S.A.",,510238068,3,90342.3,9034230,0.1,,,,,,,Aumento,16/07/2014,8871.15,em dinheiro por um acionista,,Y,7260000,1774230,,,,,,,,,,,,,,,,,,,,
"FUNCTIONAL ENVIROMICS TECHNOLOGIES, S.A.",,510238068,5,102909.76,10290976,0.1,nominativas,,,,,,Aumento,26/11/2014,12567.46,"Em numerário, pela emissão de 1.256.746 acções de 0,01 por um acionista",,Y,7260000,3030976,,,,,,,,,,,,,,,,,,,,
